"rodada","mandante","gols.mandante","gols.visitante","visitante","estadio","data","hora"
29,"Botafogo - RJ","0","2","Cruzeiro - MG","Nilton Santos - RJ","31/10/2019","21:30"
29,"Internacional - RS","1","1","Athletico Paranaense - PR","Beira-Rio - RS","31/10/2019","21:30"
30,"Fortaleza - CE","2","2","Atlético - MG","Arena Castelão - CE","02/11/2019","17:00"
30,"Palmeiras - SP","1","0","Ceará - CE","Allianz Parque - SP","02/11/2019","19:00"
30,"Fluminense - RJ","0","0","Vasco da Gama - RJ","Maracanã - RJ","02/11/2019","19:00"
30,"Chapecoense - SC","0","3","São Paulo - SP","Arena Condá - SC","02/11/2019","21:00"
30,"Flamengo - RJ","4","1","Corinthians - SP","Maracanã - RJ","03/11/2019","16:00"
30,"Athletico Paranaense - PR","1","0","Csa - AL","Arena da Baixada - PR","03/11/2019","18:00"
30,"Grêmio - RS","2","0","Internacional - RS","Arena do Grêmio - RS","03/11/2019","18:00"
30,"Cruzeiro - MG","1","1","Bahia - BA","Mineirão - MG","03/11/2019","19:00"
30,"Santos - SP","4","1","Botafogo - RJ","Vila Belmiro - SP","03/11/2019","19:00"
30,"Goiás - GO","2","0","Avaí - SC","Serra Dourada - GO","03/11/2019","19:30"
31,"Corinthians - SP","3","2","Fortaleza - CE","Arena Corinthians - SP","06/11/2019","19:30"
31,"Atlético - MG","2","0","Goiás - GO","Mineirão - MG","06/11/2019","20:00"
31,"Avaí - SC","1","2","Santos - SP","Ressacada - SC","06/11/2019","21:00"
31,"Vasco da Gama - RJ","1","2","Palmeiras - SP","São Januário - RJ","06/11/2019","21:30"
31,"Bahia - BA","1","1","Chapecoense - SC","Arena Fonte Nova - BA","06/11/2019","21:30"
31,"Athletico Paranaense - PR","0","0","Cruzeiro - MG","Arena da Baixada - PR","06/11/2019","21:30"
31,"Ceará - CE","2","0","Internacional - RS","Arena Castelão - CE","07/11/2019","19:30"
31,"São Paulo - SP","0","2","Fluminense - RJ","Morumbi - SP","07/11/2019","19:30"
31,"Botafogo - RJ","0","1","Flamengo - RJ","Nilton Santos - RJ","07/11/2019","20:00"
31,"Grêmio - RS","2","1","Csa - AL","Arena do Grêmio - RS","07/11/2019","21:00"
32,"Goiás - GO","0","3","Santos - SP","Serra Dourada - GO","09/11/2019","17:00"
32,"Palmeiras - SP","1","1","Corinthians - SP","Pacaembu - SP","09/11/2019","19:00"
32,"Cruzeiro - MG","0","0","Atlético - MG","Mineirão - MG","10/11/2019","16:00"
32,"São Paulo - SP","0","1","Athletico Paranaense - PR","Morumbi - SP","10/11/2019","16:00"
32,"Internacional - RS","2","1","Fluminense - RJ","Beira-Rio - RS","10/11/2019","16:00"
32,"Flamengo - RJ","3","1","Bahia - BA","Maracanã - RJ","10/11/2019","18:00"
32,"Fortaleza - CE","1","0","Ceará - CE","Arena Castelão - CE","10/11/2019","19:00"
32,"Chapecoense - SC","0","1","Grêmio - RS","Arena Condá - SC","10/11/2019","19:00"
32,"Csa - AL","0","3","Vasco da Gama - RJ","Rei Pelé - AL","10/11/2019","19:00"
32,"Botafogo - RJ","2","0","Avaí - SC","Nilton Santos - RJ","11/11/2019","20:00"
33,"Santos - SP","1","1","São Paulo - SP","Vila Belmiro - SP","16/11/2019","17:00"
33,"Fluminense - RJ","1","1","Atlético - MG","Maracanã - RJ","16/11/2019","19:00"
33,"Grêmio - RS","0","1","Flamengo - RJ","Arena do Grêmio - RS","17/11/2019","16:00"
33,"Bahia - BA","1","1","Palmeiras - SP","Arena Fonte Nova - BA","17/11/2019","16:00"
33,"Corinthians - SP","0","0","Internacional - RS","Arena Corinthians - SP","17/11/2019","18:00"
33,"Chapecoense - SC","1","0","Ceará - CE","Arena Condá - SC","17/11/2019","18:00"
33,"Athletico Paranaense - PR","1","0","Botafogo - RJ","Arena da Baixada - PR","17/11/2019","18:00"
33,"Fortaleza - CE","3","0","Csa - AL","Arena Castelão - CE","17/11/2019","19:00"
33,"Vasco da Gama - RJ","1","1","Goiás - GO","São Januário - RJ","18/11/2019","19:30"
33,"Cruzeiro - MG","0","0","Avaí - SC","Mineirão - MG","18/11/2019","20:00"
34,"Flamengo - RJ","4","4","Vasco da Gama - RJ","Maracanã - RJ","13/11/2019","21:30"
34,"Santos - SP","4","1","Cruzeiro - MG","Vila Belmiro - SP","23/11/2019","21:00"
34,"Goiás - GO","4","3","Bahia - BA","Serra Dourada - GO","24/11/2019","16:00"
34,"Atlético - MG","0","1","Athletico Paranaense - PR","Mineirão - MG","24/11/2019","16:00"
34,"Palmeiras - SP","1","2","Grêmio - RS","Allianz Parque - SP","24/11/2019","16:00"
34,"Botafogo - RJ","1","0","Corinthians - SP","Nilton Santos - RJ","24/11/2019","18:00"
34,"Avaí - SC","0","1","Chapecoense - SC","Ressacada - SC","24/11/2019","19:00"
34,"Internacional - RS","2","2","Fortaleza - CE","Beira-Rio - RS","24/11/2019","19:00"
34,"Ceará - CE","1","1","São Paulo - SP","Arena Castelão - CE","24/11/2019","19:00"
34,"Csa - AL","0","1","Fluminense - RJ","Rei Pelé - AL","25/11/2019","20:00"
35,"Chapecoense - SC","0","1","Botafogo - RJ","Arena Condá - SC","27/11/2019","19:30"
35,"Internacional - RS","1","2","Goiás - GO","Beira-Rio - RS","27/11/2019","19:30"
35,"Bahia - BA","1","1","Atlético - MG","Arena Fonte Nova - BA","27/11/2019","21:00"
35,"Athletico Paranaense - PR","2","0","Grêmio - RS","Arena da Baixada - PR","27/11/2019","21:30"
35,"Corinthians - SP","3","0","Avaí - SC","Arena Corinthians - SP","27/11/2019","21:30"
35,"Flamengo - RJ","4","1","Ceará - CE","Maracanã - RJ","27/11/2019","21:30"
35,"Fluminense - RJ","1","0","Palmeiras - SP","Maracanã - RJ","28/11/2019","19:30"
35,"Fortaleza - CE","2","1","Santos - SP","Arena Castelão - CE","28/11/2019","20:00"
35,"São Paulo - SP","1","0","Vasco da Gama - RJ","Morumbi - SP","28/11/2019","20:30"
35,"Cruzeiro - MG","0","1","Csa - AL","Mineirão - MG","28/11/2019","21:30"
36,"Botafogo - RJ","0","1","Internacional - RS","Nilton Santos - RJ","30/11/2019","19:00"
36,"Ceará - CE","1","1","Athletico Paranaense - PR","Arena Castelão - CE","30/11/2019","19:00"
36,"Goiás - GO","1","2","Fortaleza - CE","Serra Dourada - GO","01/12/2019","16:00"
36,"Avaí - SC","1","1","Fluminense - RJ","Ressacada - SC","01/12/2019","16:00"
36,"Palmeiras - SP","1","3","Flamengo - RJ","Allianz Parque - SP","01/12/2019","16:00"
36,"Atlético - MG","2","1","Corinthians - SP","Independência - MG","01/12/2019","18:00"
36,"Csa - AL","1","2","Bahia - BA","Rei Pelé - AL","01/12/2019","18:00"
36,"Santos - SP","2","0","Chapecoense - SC","Vila Belmiro - SP","01/12/2019","19:00"
36,"Grêmio - RS","3","0","São Paulo - SP","Arena do Grêmio - RS","01/12/2019","19:00"
36,"Vasco da Gama - RJ","1","0","Cruzeiro - MG","São Januário - RJ","02/12/2019","20:00"
37,"Athletico Paranaense - PR","1","0","Santos - SP","Arena da Baixada - PR","04/12/2019","19:00"
37,"Atlético - MG","2","0","Botafogo - RJ","Mineirão - MG","04/12/2019","19:30"
37,"Ceará - CE","0","1","Corinthians - SP","Arena Castelão - CE","04/12/2019","19:30"
37,"Chapecoense - SC","3","0","Csa - AL","Arena Condá - SC","04/12/2019","21:00"
37,"São Paulo - SP","2","1","Internacional - RS","Morumbi - SP","04/12/2019","21:30"
37,"Fluminense - RJ","0","0","Fortaleza - CE","Maracanã - RJ","04/12/2019","21:30"
37,"Palmeiras - SP","5","1","Goiás - GO","Brinco de Ouro - SP","05/12/2019","19:15"
37,"Bahia - BA","1","1","Vasco da Gama - RJ","Arena Fonte Nova - BA","05/12/2019","19:15"
37,"Grêmio - RS","2","0","Cruzeiro - MG","Arena do Grêmio - RS","05/12/2019","19:15"
37,"Flamengo - RJ","6","1","Avaí - SC","Maracanã - RJ","05/12/2019","20:00"
38,"Internacional - RS","2","1","Atlético - MG","Beira-Rio - RS","08/12/2019","16:00"
38,"Cruzeiro - MG","0","2","Palmeiras - SP","Mineirão - MG","08/12/2019","16:00"
38,"Fortaleza - CE","2","1","Bahia - BA","Arena Castelão - CE","08/12/2019","16:00"
38,"Corinthians - SP","1","2","Fluminense - RJ","Arena Corinthians - SP","08/12/2019","16:00"
38,"Santos - SP","4","0","Flamengo - RJ","Vila Belmiro - SP","08/12/2019","16:00"
38,"Vasco da Gama - RJ","1","1","Chapecoense - SC","Maracanã - RJ","08/12/2019","16:00"
38,"Botafogo - RJ","1","1","Ceará - CE","Nilton Santos - RJ","08/12/2019","16:00"
38,"Avaí - SC","0","0","Athletico Paranaense - PR","Ressacada - SC","08/12/2019","16:00"
38,"Goiás - GO","3","2","Grêmio - RS","Serra Dourada - GO","08/12/2019","16:00"
38,"Csa - AL","1","2","São Paulo - SP","Rei Pelé - AL","08/12/2019","16:00"
